match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913917,70,Espanyol,63,Atletico,RCDE Stadium,29612,Mateo Busquets Ferrer,2025-08-17T21:30:00,F,2 : 1,0 : 1,2 : 1,6
