match_id,team_side,team_id,team_name,player_id,player_name,isFirstEleven,position,shirtNo,height,weight,age,rating,isManOfTheMatch
1913917,home,70,Espanyol,259393,Marko Dmitrovic,True,GK,13,194,91,33,6.43,False
1913917,home,70,Espanyol,449410,Omar El Hilali,True,DR,23,183,75,21,7.12,False
1913917,home,70,Espanyol,362354,Fernando Calero,True,DC,5,183,71,29,6.08,False
1913917,home,70,Espanyol,73265,Leandro Cabrera,True,DC,6,190,80,34,7.27,False
1913917,home,70,Espanyol,468931,Carlos Romero,True,DL,22,180,73,23,6.98,False
1913917,home,70,Espanyol,335696,Edu Expósito,True,DMC,8,178,68,29,7.86,False
1913917,home,70,Espanyol,382157,Pol Lozano,True,DMC,10,177,62,25,6.26,False
1913917,home,70,Espanyol,430451,Jofre Carreras,True,AMR,17,175,68,24,5.9,False
1913917,home,70,Espanyol,444244,Ramon Terrats,True,AMC,14,181,71,24,6.55,False
1913917,home,70,Espanyol,362423,Javi Puado,True,AML,7,177,69,27,6.63,False
1913917,home,70,Espanyol,448296,Roberto Fernández,True,FW,9,186,78,23,6.6,False
1913917,home,70,Espanyol,357118,Miguel Rubio,,Sub,15,191,86,27,7.09,False
1913917,home,70,Espanyol,402092,José Salinas,,Sub,12,179,69,24,5.85,False
1913917,home,70,Espanyol,79840,Kike García,,Sub,19,186,79,35,6.4,False
1913917,home,70,Espanyol,140772,Pere Milla,,Sub,11,184,72,32,7.33,False
1913917,home,70,Espanyol,398922,Tyrhys Dolan,,Sub,24,170,0,23,6.47,False
1913917,home,70,Espanyol,555136,Roger Hinojo,,Sub,31,180,70,20,,False
1913917,home,70,Espanyol,413758,Pablo Ramón,,Sub,4,186,76,24,,False
1913917,home,70,Espanyol,426757,Rubén Sánchez,,Sub,2,185,73,24,,False
1913917,home,70,Espanyol,506011,Antoniu Roca,,Sub,20,180,65,22,,False
1913917,home,70,Espanyol,449409,Ángel Fortuño,,Sub,1,183,77,23,,False
1913917,home,70,Espanyol,508466,Pol Tristán,,Sub,30,188,73,23,,False
1913917,home,70,Espanyol,531460,Rafel Bauzà,,Sub,28,183,74,20,,False
1913917,away,63,Atletico,76662,Jan Oblak,True,GK,13,188,87,32,6.0,False
1913917,away,63,Atletico,254582,Marcos Llorente,True,DR,14,183,74,30,6.35,False
1913917,away,63,Atletico,362779,Dávid Hancko,True,DC,17,188,82,27,6.74,False
1913917,away,63,Atletico,367008,Robin Le Normand,True,DC,24,187,80,28,6.31,False
1913917,away,63,Atletico,402046,Matteo Ruggeri,True,DL,3,187,69,23,6.71,False
1913917,away,63,Atletico,379230,Johnny Cardoso,True,DMC,5,186,78,23,6.74,False
1913917,away,63,Atletico,375621,Conor Gallagher,True,DMC,4,183,77,25,6.25,False
1913917,away,63,Atletico,422918,Giuliano Simeone,True,AMR,20,174,75,22,6.71,False
1913917,away,63,Atletico,395242,Álex Baena,True,AMC,10,175,70,24,6.9,False
1913917,away,63,Atletico,361732,Thiago Almada,True,AML,11,171,63,24,6.93,False
1913917,away,63,Atletico,365409,Julián Alvarez,True,FW,19,170,71,25,7.97,True
1913917,away,63,Atletico,80241,Antoine Griezmann,,Sub,7,176,73,34,5.8,False
1913917,away,63,Atletico,371497,Giacomo Raspadori,,Sub,22,172,69,25,5.89,False
1913917,away,63,Atletico,302497,Alexander Sørloth,,Sub,9,196,90,29,5.91,False
1913917,away,63,Atletico,80764,Koke,,Sub,6,176,77,33,6.14,False
1913917,away,63,Atletico,434138,Pablo Barrios,,Sub,8,183,75,22,6.55,False
1913917,away,63,Atletico,126278,Juan Musso,,Sub,1,193,93,31,,False
1913917,away,63,Atletico,303728,Nahuel Molina,,Sub,16,179,70,27,,False
1913917,away,63,Atletico,236511,Clément Lenglet,,Sub,15,186,81,30,,False
1913917,away,63,Atletico,369497,Javi Galán,,Sub,21,170,70,30,,False
1913917,away,63,Atletico,427360,Carlos Martín,,Sub,23,184,73,23,,False
1913917,away,63,Atletico,430148,Marc Pubill,,Sub,18,190,86,22,,False
1913917,away,63,Atletico,565341,Salvi Esquivel,,Sub,31,190,85,19,,False
