match_id,team_side,team_id,period,start_minute,end_minute,formation_name,slot,player_id,jersey_number,x,y
1913894,away,70,16,85,90,4231,3,468931,22,9.0,2.5
1913894,away,70,16,85,90,4231,4,402092,12,6.5,5.0
1913894,away,70,16,85,90,4231,5,357118,15,3.5,2.5
1913894,away,70,16,85,90,4231,6,73265,6,6.5,2.5
1913894,away,70,16,85,90,4231,7,398922,24,2.0,7.0
1913894,away,70,16,85,90,4231,8,362354,5,3.5,5.0
1913894,away,70,16,85,90,4231,9,79840,19,5.0,9.0
1913894,away,70,16,85,90,4231,10,444244,14,5.0,7.0
1913894,away,70,16,85,90,4231,11,362423,7,8.0,7.0
1913894,away,70,2,90,95,4231,1,259393,13,5.0,0.0
1913894,away,70,2,90,95,4231,2,449410,23,1.0,2.5
1913894,away,70,2,90,95,4231,3,468931,22,9.0,2.5
1913894,away,70,2,90,95,4231,4,362354,5,6.5,5.0
1913894,away,70,2,90,95,4231,5,357118,15,3.5,2.5
1913894,away,70,2,90,95,4231,6,73265,6,6.5,2.5
1913894,away,70,2,90,95,4231,7,506011,20,2.0,7.0
1913894,away,70,2,90,95,4231,8,444244,14,3.5,5.0
1913894,away,70,2,90,95,4231,9,79840,19,5.0,9.0
1913894,away,70,2,90,95,4231,10,362423,7,5.0,7.0
1913894,away,70,2,90,95,4231,11,402092,12,8.0,7.0
1913894,home,68,16,0,60,4141,1,270504,1,5.0,0.0
1913894,home,68,16,0,60,4141,2,463961,2,1.0,2.5
1913894,home,68,16,0,60,4141,3,355110,17,9.0,2.5
1913894,home,68,16,0,60,4141,4,407138,8,5.0,4.5
1913894,home,68,16,0,60,4141,5,495459,31,3.5,2.5
1913894,home,68,16,0,60,4141,6,315566,5,6.5,2.5
1913894,home,68,16,0,60,4141,7,377285,14,1.0,7.0
1913894,home,68,16,0,60,4141,8,407080,24,3.5,7.0
1913894,home,68,16,0,60,4141,9,298839,10,5.0,9.0
1913894,home,68,16,0,60,4141,10,459677,28,6.5,7.0
1913894,home,68,16,0,60,4141,11,367857,7,9.0,7.0
1913894,home,68,16,60,61,4141,1,270504,1,5.0,0.0
1913894,home,68,16,60,61,4141,2,463961,2,1.0,2.5
1913894,home,68,16,60,61,4141,3,355110,17,9.0,2.5
1913894,home,68,16,60,61,4141,4,407138,8,5.0,4.5
1913894,home,68,16,60,61,4141,5,495459,31,3.5,2.5
1913894,home,68,16,60,61,4141,6,315566,5,6.5,2.5
1913894,home,68,16,60,61,4141,7,377285,14,1.0,7.0
1913894,home,68,16,60,61,4141,8,428066,9,3.5,7.0
1913894,home,68,16,60,61,4141,9,298839,10,5.0,9.0
1913894,home,68,16,60,61,4141,10,459677,28,6.5,7.0
1913894,home,68,16,60,61,4141,11,367857,7,9.0,7.0
1913894,home,68,2,61,75,4141,1,270504,1,5.0,0.0
1913894,home,68,2,61,75,4141,2,463961,2,1.0,2.5
1913894,home,68,2,61,75,4141,3,355110,17,9.0,2.5
1913894,home,68,2,61,75,4141,4,541871,4,5.0,4.5
1913894,home,68,2,61,75,4141,5,495459,31,3.5,2.5
1913894,home,68,2,61,75,4141,6,315566,5,6.5,2.5
1913894,home,68,2,61,75,4141,7,377285,14,1.0,7.0
1913894,home,68,2,61,75,4141,8,298839,10,3.5,7.0
1913894,home,68,2,61,75,4141,9,428066,9,5.0,9.0
1913894,home,68,2,61,75,4141,10,459677,28,6.5,7.0
1913894,home,68,2,61,75,4141,11,367857,7,9.0,7.0
1913894,home,68,2,75,76,4141,1,270504,1,5.0,0.0
1913894,home,68,2,75,76,4141,2,463961,2,1.0,2.5
1913894,home,68,2,75,76,4141,3,367583,3,9.0,2.5
1913894,home,68,2,75,76,4141,4,541871,4,5.0,4.5
1913894,home,68,2,75,76,4141,5,495459,31,3.5,2.5
1913894,home,68,2,75,76,4141,6,315566,5,6.5,2.5
1913894,home,68,2,75,76,4141,7,377285,14,1.0,7.0
1913894,home,68,2,75,76,4141,8,298839,10,3.5,7.0
1913894,home,68,2,75,76,4141,9,428066,9,5.0,9.0
1913894,home,68,2,75,76,4141,10,459677,28,6.5,7.0
1913894,home,68,2,75,76,4141,11,367857,7,9.0,7.0
1913894,home,68,2,76,84,4141,1,270504,1,5.0,0.0
1913894,home,68,2,76,84,4141,2,463961,2,1.0,2.5
1913894,home,68,2,76,84,4141,3,367583,3,9.0,2.5
1913894,home,68,2,76,84,4141,4,541871,4,5.0,4.5
1913894,home,68,2,76,84,4141,5,495459,31,3.5,2.5
1913894,home,68,2,76,84,4141,6,315566,5,6.5,2.5
1913894,home,68,2,76,84,4141,7,377285,14,1.0,7.0
1913894,home,68,2,76,84,4141,8,344542,23,3.5,7.0
1913894,home,68,2,76,84,4141,9,428066,9,5.0,9.0
1913894,home,68,2,76,84,4141,10,459677,28,6.5,7.0
1913894,home,68,2,76,84,4141,11,367857,7,9.0,7.0
1913894,home,68,2,84,95,4141,1,270504,1,5.0,0.0
1913894,home,68,2,84,95,4141,2,463961,2,1.0,2.5
1913894,home,68,2,84,95,4141,3,367583,3,9.0,2.5
1913894,home,68,2,84,95,4141,4,541871,4,5.0,4.5
1913894,home,68,2,84,95,4141,5,495459,31,3.5,2.5
1913894,home,68,2,84,95,4141,6,315566,5,6.5,2.5
1913894,home,68,2,84,95,4141,7,377285,14,1.0,7.0
1913894,home,68,2,84,95,4141,8,344542,23,3.5,7.0
1913894,home,68,2,84,95,4141,9,428066,9,5.0,9.0
1913894,home,68,2,84,95,4141,10,459677,28,6.5,7.0
1913894,home,68,2,84,95,4141,11,247995,11,9.0,7.0
