match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913894,68,Real Sociedad,70,Espanyol,Reale Arena,31616,Alejandro Quintero González,2025-08-24T19:30:00,F,2 : 2,0 : 2,2 : 2,6
