match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913895,53,Athletic Club,64,Rayo Vallecano,San Mamés,48703,Juan Martínez Munuera,2025-08-25T19:30:00,F,1 : 0,0 : 0,1 : 0,6
