match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913890,833,Elche,832,Levante,Martínez Valero,26936,Iosu Galech Apezteguía,2025-08-29T19:30:00,F,2 : 0,0 : 0,2 : 0,6
