match_id,team_side,team_id,team_name,player_id,player_name,isFirstEleven,position,shirtNo,height,weight,age,rating,isManOfTheMatch
1913920,home,52,Real Madrid,73798,Thibaut Courtois,True,GK,1,200,96,33,6.41,False
1913920,home,52,Real Madrid,318871,Trent Alexander-Arnold,True,DR,12,175,67,26,7.36,False
1913920,home,52,Real Madrid,337879,Éder Militão,True,DC,3,186,78,27,6.94,False
1913920,home,52,Real Madrid,468852,Dean Huijsen,True,DC,24,195,87,20,7.41,False
1913920,home,52,Real Madrid,437583,Álvaro Carreras,True,DL,18,186,78,22,6.94,False
1913920,home,52,Real Madrid,353423,Aurélien Tchouaméni,True,DMC,14,187,81,25,6.94,False
1913920,home,52,Real Madrid,344644,Federico Valverde,True,DMC,8,182,78,27,6.93,False
1913920,home,52,Real Madrid,514810,Franco Mastantuono,True,AMR,30,178,73,18,6.62,False
1913920,home,52,Real Madrid,415181,Arda Güler,True,AMC,15,176,67,20,7.09,False
1913920,home,52,Real Madrid,337782,Vinícius Júnior,True,AML,7,176,73,25,7.85,True
1913920,home,52,Real Madrid,300713,Kylian Mbappé,True,FW,10,178,75,26,6.72,False
1913920,home,52,Real Madrid,347862,Rodrygo,,Sub,11,174,64,24,6.14,False
1913920,home,52,Real Madrid,317541,Brahim Díaz,,Sub,21,171,59,26,6.34,False
1913920,home,52,Real Madrid,106883,Dani Carvajal,,Sub,2,173,73,33,6.21,False
1913920,home,52,Real Madrid,144890,Dani Ceballos,,Sub,19,179,70,29,6.37,False
1913920,home,52,Real Madrid,498798,Gonzalo García,,Sub,16,182,74,21,6.0,False
1913920,home,52,Real Madrid,39722,David Alaba,,Sub,4,180,78,33,,False
1913920,home,52,Real Madrid,104010,Antonio Rüdiger,,Sub,22,190,85,32,,False
1913920,home,52,Real Madrid,534899,Raúl Asencio,,Sub,17,184,79,22,,False
1913920,home,52,Real Madrid,345031,Andrii Lunin,,Sub,13,191,80,26,,False
1913920,home,52,Real Madrid,422957,Fran García,,Sub,20,169,63,26,,False
1913920,home,52,Real Madrid,456502,Sergio Mestre,,Sub,43,193,80,20,,False
1913920,home,52,Real Madrid,577403,Thiago Pitarch,,Sub,45,0,0,18,,False
1913920,away,51,Mallorca,423420,Leo Román,True,GK,1,189,83,25,6.14,False
1913920,away,51,Mallorca,384368,Mateu Morey,True,DR,2,173,67,25,5.33,False
1913920,away,51,Mallorca,343778,Marash Kumbulla,True,DC,4,191,78,25,6.01,False
1913920,away,51,Mallorca,142387,Martin Valjent,True,DC,24,187,70,29,6.79,False
1913920,away,51,Mallorca,294006,Antonio Raíllo,True,DC,21,187,80,33,6.33,False
1913920,away,51,Mallorca,312580,Toni Lato,True,DL,3,171,64,27,6.34,False
1913920,away,51,Mallorca,349660,Manu Morlanes,True,MC,8,178,75,26,6.42,False
1913920,away,51,Mallorca,106596,Sergi Darder,True,MC,10,180,71,31,6.24,False
1913920,away,51,Mallorca,445092,Pablo Torre,True,MC,20,173,65,22,6.76,False
1913920,away,51,Mallorca,463233,Mateo Joseph,True,FW,18,185,74,21,5.97,False
1913920,away,51,Mallorca,254352,Vedat Muriqi,True,FW,7,194,92,31,7.65,False
1913920,away,51,Mallorca,135098,Johan Mojica,,Sub,22,185,66,33,6.27,False
1913920,away,51,Mallorca,126316,Takuma Asano,,Sub,11,173,71,30,5.97,False
1913920,away,51,Mallorca,425092,Antonio Sánchez,,Sub,6,179,78,28,6.01,False
1913920,away,51,Mallorca,391562,Samú Costa,,Sub,12,183,75,24,6.39,False
1913920,away,51,Mallorca,581683,Jan Virgili,,Sub,29,0,0,19,5.99,False
1913920,away,51,Mallorca,424586,Lucas Bergström,,Sub,31,205,82,22,,False
1913920,away,51,Mallorca,6227,Dani Rodríguez,,Sub,14,178,71,37,,False
1913920,away,51,Mallorca,9270,Abdón Prats,,Sub,9,181,81,32,,False
1913920,away,51,Mallorca,115996,Omar Mascarell,,Sub,5,181,76,32,,False
1913920,away,51,Mallorca,428593,Javi Llabrés,,Sub,19,174,67,22,,False
1913920,away,51,Mallorca,502424,David López,,Sub,27,195,87,22,,False
1913920,away,51,Mallorca,537076,Marc Domenech,,Sub,30,182,70,18,,False
