match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913920,52,Real Madrid,51,Mallorca,Santiago Bernabéu,72699,José María Sánchez Martínez,2025-08-30T21:30:00,F,2 : 1,2 : 1,2 : 1,6
