match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913884,60,Deportivo Alaves,63,Atletico,Mendizorroza,18042,Victor García Verdura,2025-08-30T17:00:00,F,1 : 1,1 : 1,1 : 1,6
