match_id,team_side,team_id,period,start_minute,end_minute,formation_name,slot,player_id,jersey_number,x,y
1913914,home,53,16,69,69,4231,11,408449,10,8.0,7.0
1913914,home,53,16,69,80,4231,11,408449,10,8.0,7.0
1913914,home,53,2,80,85,4231,1,332823,1,5.0,0.0
1913914,home,53,2,80,85,4231,2,422820,12,1.0,2.5
1913914,home,53,2,80,85,4231,3,56057,17,9.0,2.5
1913914,home,53,2,80,85,4231,4,261516,6,6.5,5.0
1913914,home,53,2,80,85,4231,5,357839,3,3.5,2.5
1913914,home,53,2,80,85,4231,6,402663,4,6.5,2.5
1913914,home,53,2,80,85,4231,7,255182,9,2.0,7.0
1913914,home,53,2,80,85,4231,8,511120,18,3.5,5.0
1913914,home,53,2,80,85,4231,9,362602,11,5.0,9.0
1913914,home,53,2,80,85,4231,10,400237,23,5.0,7.0
1913914,home,53,2,80,85,4231,11,408449,10,8.0,7.0
1913914,home,53,2,85,98,4231,1,332823,1,5.0,0.0
1913914,home,53,2,85,98,4231,2,345908,2,1.0,2.5
1913914,home,53,2,85,98,4231,3,56057,17,9.0,2.5
1913914,home,53,2,85,98,4231,4,511120,18,6.5,5.0
1913914,home,53,2,85,98,4231,5,357839,3,3.5,2.5
1913914,home,53,2,85,98,4231,6,402663,4,6.5,2.5
1913914,home,53,2,85,98,4231,7,255182,9,2.0,7.0
1913914,home,53,2,85,98,4231,8,560362,30,3.5,5.0
1913914,home,53,2,85,98,4231,9,362602,11,5.0,9.0
1913914,home,53,2,85,98,4231,10,261516,6,5.0,7.0
1913914,home,53,2,85,98,4231,11,400237,23,8.0,7.0
