match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913914,53,Athletic Club,67,Sevilla,San Mamés,49134,Francisco José Hernández Maeso,2025-08-17T19:30:00,F,3 : 2,2 : 0,3 : 2,6
