jugador,nacionalidad,posicion,equipo,competicion,edad,año_nacimiento,partidos_jugados,partidos_titular,minutos,partidos_completos_90,goles,asistencias,goles_asistencias,goles_sin_penalti,penales_anotados,penales_intentados,tarjetas_amarillas,tarjetas_rojas,xg,npxg,xg_asistencias,npxg_xg_asistencias,conducciones_progresivas,pases_progresivos,pases_progresivos_recibidos,goles_por90,asistencias_por90,goles_asistencias_por90,goles_penalti_por90,goles_asistencias_penalti_por90,xg_por90,xg_asistencias_por90,xg_xg_asistencias_por90,npxg_por90,npxg_xg_asistencias_por90,season,tiros,tiros_a_puerta,porc_tiros_a_puerta,tiros_por90,tiros_a_puerta_por90,goles_por_tiro,goles_por_tiro_a_puerta,dist_media_tiro,tiros_libres,npxg_por_tiro,xg_neto,npxg_neto,pases_completados,pases,porc_precision_pase,dist_total_pases,dist_progresiva_pases,pases_cortos_completados,pases_cortos,porc_precision_pase_corto,pases_medios_completados,pases_medios,porc_precision_pase_medio,pases_largos_completados,pases_largos,porc_precision_pase_largo,xa_modelado,xg_asistencias_neto,tiros_asistidos,pases_tercio_final,pases_area,centros_area,pases_en_juego,pases_balon_parado,pases_tiro_libre,pases_al_hueco,cambios_de_juego,centros,saques_de_banda,saques_de_esquina,esquinas_hacia_adentro,esquinas_hacia_fuera,esquinas_rectas,pases_fuera_de_juego,pases_bloqueados,doble_amarilla,faltas_cometidas,faltas_recibidas,fueras_de_juego,intercepciones,entradas_ganadas,penaltis_ganados,penaltis_concedidos,autogoles,recuperaciones,duelos_aereos_ganados,duelos_aereos_perdidos,porc_duelos_aereos_ganados,entradas,entradas_tercio_defensivo,entradas_tercio_medio,entradas_tercio_ofensivo,regates_parados,regates_enfrentados,porc_regates_parados,regates_no_parados,bloqueos,tiros_bloqueados,entradas_mas_intercepciones,despejes,errores,toques,toques_area_propia,toques_tercio_defensivo,toques_tercio_medio,toques_tercio_ofensivo,toques_area_rival,toques_en_juego,regates_intentados,regates_exitosos,porc_regates_exitosos,regates_no_exitosos,porc_regates_no_exitosos,conducciones,distancia_conducciones,distancia_conducciones_progresivas,conducciones_tercio_final,conducciones_area,malos_controles,perdidas,pases_recibidos,stint_id
Davinchi,ESP,DF,Getafe,La Liga,0.0,2007.0,3,3,237.0,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,0,5,5,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2025-2026,1,0,0.0,0.38,0.0,0.0,0.0,9.6,0,0.04,0.0,0.0,73,105,69.5,1197,578,41,49,83.7,23,31,74.2,7,15,46.7,0.4,0.0,1,4,1,0,77,27,0,0,0,2,27,0,0,0,0,1,3,0,6,0,0,1,5,0,0,0,10,2,2,50.0,6,4,1,1,3,4,75.0,1,2,1,7,10,1,135,5,43,58,36,2,135,6,4,66.7,2,33.3,40,172,38,0,0,3,1,55,39268849cafd235cc77f1ec7599c695d
Abner,BRA,DF,Lyon,Ligue 1,0.0,2000.0,3,3,233.0,2.6,0,0,0,0,0,0,2,0,0.5,0.5,0.1,0.6,4,11,11,0.0,0.0,0.0,0.0,0.0,0.19,0.06,0.25,0.19,0.25,2025-2026,3,1,33.3,1.16,0.39,0.0,0.0,8.4,0,0.17,-0.5,-0.5,86,102,84.3,1310,571,48,51,94.1,28,35,80.0,7,10,70.0,0.1,-0.1,1,10,4,1,82,19,3,0,0,4,15,1,0,0,0,1,2,0,4,1,0,0,3,0,0,0,4,2,2,50.0,4,1,3,0,2,3,66.7,1,0,0,4,9,0,128,8,41,54,33,9,128,2,0,0.0,2,100.0,72,285,167,1,1,1,2,81,af5deed8d0dfb9e15fb24ebc469d266e
Pablo Durán,ESP,"FW,MF",Celta Vigo,La Liga,0.0,2001.0,4,3,230.0,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.4,2,7,15,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.15,0.1,0.15,2025-2026,7,2,28.6,2.74,0.78,0.0,0.0,15.0,0,0.04,-0.2,-0.2,34,48,70.8,559,123,14,15,93.3,17,22,77.3,3,6,50.0,0.2,-0.1,1,3,3,0,45,3,0,1,1,1,0,0,0,0,0,0,4,0,3,1,1,0,2,0,0,0,9,1,5,16.7,2,2,0,0,1,2,50.0,1,1,0,2,2,0,73,2,6,30,39,12,73,5,1,20.0,4,80.0,40,162,52,0,2,5,3,55,645a5461a4da54b1b2ead5294237f6c9
James Ward-Prowse,ENG,MF,West Ham,Premier League,0.0,1994.0,3,3,234.0,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,1,8,5,0.0,0.0,0.0,0.0,0.0,0.04,0.19,0.23,0.04,0.23,2025-2026,1,0,0.0,0.38,0.0,0.0,0.0,23.1,1,0.11,-0.1,-0.1,113,131,86.3,1813,604,58,59,98.3,36,42,85.7,11,19,57.9,0.4,-0.5,8,8,2,0,111,20,7,0,2,15,2,10,5,5,0,0,2,0,1,2,0,4,1,0,0,0,7,2,1,66.7,3,1,2,0,1,1,100.0,0,2,0,7,1,0,147,5,31,84,33,1,147,2,0,0.0,1,50.0,64,348,115,0,0,2,0,90,fbc69d1ae41f175c93db1412ba10223e
Ferrán Torres,ESP,FW,Barcelona,La Liga,0.0,2000.0,3,3,235.0,2.6,2,0,2,2,0,0,0,0,1.4,1.4,0.3,1.7,3,5,10,0.77,0.0,0.77,0.77,0.77,0.54,0.11,0.65,0.54,0.65,2025-2026,8,4,50.0,3.06,1.53,0.25,0.5,12.0,0,0.18,0.6,0.6,36,50,72.0,414,85,20,26,76.9,8,11,72.7,1,3,33.3,0.2,-0.3,4,1,2,0,46,4,0,0,0,1,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,5,3,2,60.0,0,0,0,0,0,1,0.0,1,4,0,1,2,0,75,3,8,24,43,13,75,1,0,0.0,1,100.0,37,113,51,1,0,5,4,52,ae04681e8f3aa567b7c7aae6d33ce118
Pablo Marín,ESP,MF,Real Sociedad,La Liga,0.0,2003.0,3,3,235.0,2.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,6,4,9,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03,2025-2026,2,1,50.0,0.77,0.38,0.0,0.0,25.2,0,0.03,-0.1,-0.1,64,81,79.0,1016,116,33,38,86.8,28,33,84.8,2,6,33.3,0.1,0.0,1,2,0,0,79,2,0,0,0,1,2,0,0,0,0,0,1,0,3,4,0,0,2,0,0,0,10,4,2,66.7,3,2,1,0,1,4,25.0,3,0,0,3,4,0,109,7,19,56,35,4,109,6,1,16.7,5,83.3,66,299,158,5,1,7,0,77,f821991fa4f93c3f6ad174f3c3eb55c9
Valentín Barco,ARG,"DF,MF",Strasbourg,Ligue 1,0.0,2004.0,3,2,230.0,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.5,5,27,15,0.0,0.0,0.0,0.0,0.0,0.02,0.17,0.19,0.02,0.19,2025-2026,1,0,0.0,0.39,0.0,0.0,0.0,14.9,0,0.05,0.0,0.0,137,169,81.1,2306,861,64,71,90.1,55,68,80.9,13,19,68.4,0.4,-0.4,3,14,7,0,144,23,14,1,0,9,7,2,0,1,0,2,3,0,2,11,0,1,2,0,0,0,16,3,3,50.0,5,2,3,0,2,4,50.0,2,1,0,6,3,0,194,6,48,97,54,3,194,12,5,41.7,5,41.7,124,581,377,7,2,4,1,132,cae0bd4e8cf4320b8148752d94d31cbe
Alex Iwobi,NGA,FW,Fulham,Premier League,0.0,1996.0,3,3,238.0,2.6,0,1,1,0,0,0,1,0,0.1,0.1,1.0,1.2,19,21,16,0.0,0.38,0.38,0.0,0.38,0.04,0.4,0.44,0.04,0.44,2025-2026,5,1,20.0,1.89,0.38,0.0,0.0,24.5,0,0.02,-0.1,-0.1,100,133,75.2,1773,559,41,51,80.4,45,58,77.6,10,14,71.4,0.6,0.0,4,9,12,2,129,2,1,2,0,5,1,0,0,0,0,2,1,0,2,2,0,2,1,0,0,0,9,0,3,0.0,3,2,1,0,1,2,50.0,1,2,0,5,1,0,154,4,21,75,63,3,154,6,1,16.7,4,66.7,119,732,429,13,1,3,2,122,51d30bba1b0d1c9d5eb5a3e5382cde82
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,0.0,1997.0,3,3,233.0,2.6,1,1,2,1,0,0,0,0,1.4,1.4,1.1,2.5,10,3,6,0.39,0.39,0.77,0.39,0.77,0.53,0.42,0.95,0.53,0.95,2025-2026,5,3,60.0,1.93,1.16,0.2,0.33,7.3,0,0.27,-0.4,-0.4,20,33,60.6,296,71,8,12,66.7,12,15,80.0,0,0,0.0,0.8,-0.1,3,1,2,1,27,5,0,1,0,2,1,0,0,0,0,1,5,0,8,3,5,0,1,1,0,0,6,2,8,20.0,3,0,1,2,1,9,11.1,8,0,0,3,0,0,52,1,1,19,33,11,52,5,3,60.0,2,40.0,35,268,157,2,2,6,1,38,74437f76ecd603fe01b8272f56309704
Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,0.0,2002.0,3,3,230.0,2.6,1,0,1,1,0,0,0,0,0.8,0.8,0.3,1.1,11,8,49,0.39,0.0,0.39,0.39,0.39,0.33,0.1,0.43,0.33,0.43,2025-2026,7,2,28.6,2.74,0.78,0.14,0.5,15.5,0,0.12,0.2,0.2,91,104,87.5,1185,197,60,65,92.3,21,23,91.3,4,6,66.7,0.4,-0.3,6,5,4,0,104,0,0,0,0,3,0,0,0,0,0,0,4,0,2,1,0,1,1,1,0,0,7,0,1,0.0,4,1,2,1,1,2,50.0,1,0,0,5,0,0,137,1,4,28,108,20,137,12,4,33.3,8,66.7,92,480,221,4,8,6,2,116,ac89eda0d2472119ea4dbc0b2af05010
Manu Sánchez,ESP,DF,Levante,La Liga,0.0,2000.0,3,3,235.0,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.5,0.6,6,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,2025-2026,1,0,0.0,0.38,0.0,0.0,0.0,33.8,0,0.01,0.0,0.0,44,57,77.2,761,309,24,27,88.9,15,18,83.3,4,7,57.1,0.1,-0.5,2,4,2,1,45,12,1,0,1,3,10,1,0,0,0,0,1,0,1,1,0,2,6,0,0,0,4,1,0,100.0,12,7,5,0,10,18,55.6,8,2,0,14,9,0,89,6,32,40,17,2,89,3,0,0.0,2,66.7,34,231,147,3,0,0,1,37,95ce61fa5c18e9997c6e6bb7b448e393
Edu Expósito,ESP,MF,Espanyol,La Liga,0.0,1996.0,3,3,235.0,2.6,0,1,1,0,0,0,2,0,0.1,0.1,1.3,1.5,5,21,7,0.0,0.38,0.38,0.0,0.38,0.05,0.51,0.56,0.05,0.56,2025-2026,4,0,0.0,1.53,0.0,0.0,0.0,28.8,1,0.03,-0.1,-0.1,103,127,81.1,1866,662,44,47,93.6,45,50,90.0,13,24,54.2,1.0,-0.3,9,16,8,3,111,15,9,0,0,15,2,4,1,1,1,1,3,0,3,3,0,3,3,0,0,0,7,3,3,50.0,3,2,1,0,3,3,100.0,0,1,1,6,6,0,148,7,25,82,41,1,148,2,2,100.0,0,0.0,86,483,284,6,1,0,1,92,eab1f7d75e1e5d81d7016036759d0f81
Mario Martín,ESP,MF,Getafe,La Liga,0.0,2004.0,3,3,238.0,2.6,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.1,6,7,9,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,2025-2026,4,0,0.0,1.51,0.0,0.0,0.0,24.4,0,0.02,-0.1,-0.1,55,72,76.4,1108,179,17,24,70.8,32,35,91.4,5,8,62.5,0.1,-0.1,1,5,1,0,70,2,2,0,1,1,0,0,0,0,0,0,3,0,9,3,0,1,5,0,0,0,8,4,7,36.4,5,2,2,1,3,5,60.0,2,7,1,6,5,0,110,9,27,53,32,5,110,6,4,66.7,1,16.7,59,367,167,3,1,6,4,71,d0cfc9775fb03c120712d343bc1b01cf
Richarlison,BRA,FW,Tottenham,Premier League,0.0,1997.0,3,3,237.0,2.6,2,1,3,2,0,0,1,0,0.8,0.8,0.4,1.3,2,5,3,0.76,0.38,1.14,0.76,1.14,0.32,0.16,0.48,0.32,0.48,2025-2026,8,3,37.5,3.04,1.14,0.25,0.67,10.0,0,0.11,1.2,1.2,18,33,54.5,328,135,10,13,76.9,3,7,42.9,4,4,100.0,0.1,0.6,2,3,1,0,30,1,0,0,0,3,1,0,0,0,0,2,3,0,3,3,1,1,2,0,0,0,6,9,11,45.0,2,0,2,0,0,2,0.0,2,3,1,3,7,0,76,8,13,28,37,19,76,4,2,50.0,2,50.0,35,111,66,1,0,11,2,43,65c737cf8d37d07889f0f80683aa85bd
Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,0.0,2001.0,3,3,233.0,2.6,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.7,12,9,23,0.39,0.0,0.39,0.39,0.39,0.17,0.11,0.29,0.17,0.29,2025-2026,6,3,50.0,2.32,1.16,0.17,0.33,20.0,1,0.08,0.5,0.5,65,89,73.0,993,355,38,43,88.4,19,25,76.0,6,13,46.2,0.4,-0.3,7,7,2,0,78,11,0,0,0,11,0,11,7,1,0,0,3,0,2,8,2,0,1,0,0,0,4,0,2,0.0,1,0,0,1,0,2,0.0,2,2,0,1,1,0,116,0,4,52,61,12,116,10,4,40.0,5,50.0,76,525,278,7,3,7,4,92,f601a0819dd0d549bda50ae864c71573
Jordan Teze,NED,DF,Monaco,Ligue 1,0.0,1999.0,3,3,225.0,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,6,16,18,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,2025-2026,2,0,0.0,0.8,0.0,0.0,0.0,21.3,0,0.05,-0.1,-0.1,123,161,76.4,2039,901,55,62,88.7,54,70,77.1,10,16,62.5,0.4,-0.1,1,10,6,0,127,33,6,1,1,6,27,0,0,0,0,1,7,0,1,3,0,2,11,0,0,0,11,3,2,60.0,14,7,4,3,8,14,57.1,6,3,0,16,9,0,194,8,43,88,66,3,194,3,1,33.3,2,66.7,74,302,169,8,0,3,2,109,f999c3063432d72d877ddb3a33b67129
Álvaro Rodríguez,URU,FW,Elche,La Liga,0.0,2004.0,3,3,225.0,2.5,0,2,2,0,0,0,0,0,0.5,0.5,0.6,1.1,3,3,18,0.0,0.8,0.8,0.0,0.8,0.2,0.26,0.45,0.2,0.45,2025-2026,7,2,28.6,2.8,0.8,0.0,0.0,12.2,0,0.07,-0.5,-0.5,34,49,69.4,470,111,23,29,79.3,9,13,69.2,1,2,50.0,0.1,1.4,4,4,0,0,47,2,0,0,2,1,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,3,9,10,47.4,1,0,1,0,1,2,50.0,1,1,0,1,2,0,80,2,5,37,40,10,80,10,3,30.0,7,70.0,42,182,82,4,1,6,4,63,2c102dedf93b302b2965354e8e48f5bb
John McGinn,SCO,"FW,MF",Aston Villa,Premier League,0.0,1994.0,3,3,229.0,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,4,7,13,0.0,0.0,0.0,0.0,0.0,0.02,0.26,0.28,0.02,0.28,2025-2026,1,1,100.0,0.39,0.39,0.0,0.0,21.8,0,0.05,0.0,0.0,80,108,74.1,1493,363,26,31,83.9,45,58,77.6,8,14,57.1,0.3,-0.7,4,5,5,4,104,4,2,0,1,12,0,2,2,0,0,0,1,0,5,3,0,1,2,0,0,0,12,2,3,40.0,2,0,2,0,0,1,0.0,1,2,1,3,1,0,137,4,18,69,52,6,137,9,4,44.4,5,55.6,85,463,162,3,2,7,5,96,ca6ae245b3064d18e3ef25316e34321c
Keane Lewis-Potter,ENG,"DF,FW",Brentford,Premier League,0.0,2001.0,3,3,229.0,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3,3,5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05,2025-2026,2,0,0.0,0.79,0.0,0.0,0.0,19.5,0,0.06,-0.1,-0.1,39,56,69.6,654,233,18,19,94.7,16,22,72.7,4,12,33.3,0.0,0.0,0,1,0,0,45,11,0,0,0,4,11,0,0,0,0,0,1,0,1,3,0,1,3,0,0,0,11,1,3,25.0,5,4,1,0,2,3,66.7,1,0,0,6,9,0,84,5,39,33,14,3,84,3,1,33.3,2,66.7,35,199,105,2,1,4,4,34,ed6c558287151277dda1f044abbf49ae
Will Hughes,ENG,MF,Crystal Palace,Premier League,0.0,1995.0,3,3,229.0,2.5,0,0,0,0,0,0,3,0,0.1,0.1,0.3,0.4,0,14,2,0.0,0.0,0.0,0.0,0.0,0.05,0.11,0.15,0.05,0.15,2025-2026,2,0,0.0,0.79,0.0,0.0,0.0,16.4,0,0.06,-0.1,-0.1,67,80,83.8,1021,371,36,42,85.7,23,24,95.8,5,9,55.6,0.3,-0.3,3,5,5,1,76,4,3,0,0,4,0,1,0,1,0,0,1,0,5,4,0,2,3,0,0,0,10,0,2,0.0,4,0,1,3,4,5,80.0,1,2,2,6,7,0,104,7,27,55,23,3,104,1,0,0.0,1,100.0,34,138,89,0,0,1,1,51,d4725846c1a986a795e9b7dc0c4f4296
Tosin Aiyegun,BEN,"FW,MF",Lorient,Ligue 1,0.0,1998.0,3,3,222.0,2.5,2,0,2,2,0,0,0,0,1.7,1.3,0.4,1.6,4,6,14,0.81,0.0,0.81,0.81,0.81,0.7,0.14,0.84,0.52,0.66,2025-2026,9,3,33.3,3.65,1.22,0.22,0.67,14.9,0,0.14,0.3,0.7,31,41,75.6,441,137,20,24,83.3,8,9,88.9,2,2,100.0,0.3,-0.4,4,8,2,0,39,1,0,1,0,0,1,0,0,0,0,1,2,0,3,1,0,1,0,0,0,0,3,3,4,42.9,0,0,0,0,0,1,0.0,1,0,0,1,0,0,58,0,3,24,32,12,58,4,2,50.0,1,25.0,35,227,105,5,1,0,4,47,3268ab8bd6a44ca4d51d436c8dc39d2c
Arsène Kouassi,BFA,"MF,DF",Lorient,Ligue 1,0.0,2004.0,3,3,227.0,2.5,0,1,1,0,0,0,1,0,0.0,0.0,0.3,0.3,12,13,17,0.0,0.4,0.4,0.0,0.4,0.02,0.1,0.12,0.02,0.12,2025-2026,1,0,0.0,0.4,0.0,0.0,0.0,21.9,1,0.05,0.0,0.0,75,99,75.8,1319,449,35,37,94.6,31,44,70.5,9,16,56.3,0.3,0.7,3,7,3,1,78,20,3,0,0,15,13,4,2,1,0,1,1,0,1,4,2,2,0,0,0,0,9,0,1,0.0,0,0,0,0,0,0,0.0,0,1,0,2,2,0,117,2,18,44,57,6,117,11,7,63.6,4,36.4,73,585,388,3,3,1,2,71,e01f42ea239be13252adcb6b69eb7fe9
Nicolas Pépé,CIV,"FW,MF",Villarreal,La Liga,0.0,1995.0,3,3,227.0,2.5,2,1,3,2,0,0,0,0,1.8,1.8,1.0,2.8,22,20,34,0.79,0.4,1.19,0.79,1.19,0.72,0.4,1.12,0.72,1.12,2025-2026,9,7,77.8,3.57,2.78,0.22,0.29,16.1,0,0.2,0.2,0.2,112,131,85.5,1585,445,75,78,96.2,30,34,88.2,5,11,45.5,1.3,0.0,11,4,10,0,119,12,1,1,2,10,2,7,6,0,0,0,2,0,0,2,0,1,3,0,0,0,7,1,0,100.0,5,2,3,0,1,3,33.3,2,0,0,6,0,0,164,0,7,55,106,25,164,15,6,40.0,8,53.3,125,760,495,7,12,4,4,131,c4238a7df21fd7cd3441c5b252a7bc56
Riccardo Calafiori,ITA,DF,Arsenal,Premier League,0.0,2002.0,3,3,224.0,2.5,1,2,3,1,0,0,1,0,1.4,1.4,0.5,1.9,6,8,12,0.4,0.8,1.21,0.4,1.21,0.57,0.18,0.76,0.57,0.76,2025-2026,7,1,14.3,2.81,0.4,0.14,1.0,13.1,0,0.2,-0.4,-0.4,89,112,79.5,1558,390,37,43,86.0,40,47,85.1,10,17,58.8,0.0,1.5,2,7,0,0,84,28,1,0,0,6,27,0,0,0,0,0,4,0,3,2,1,3,2,0,0,0,9,4,2,66.7,3,2,0,1,2,4,50.0,2,3,1,6,6,0,140,7,32,66,43,9,140,3,2,66.7,0,0.0,66,399,250,4,0,3,1,74,da93905e8d1f662fc7fe6f1c61e98221
Kieran Trippier,ENG,DF,Newcastle Utd,Premier League,0.0,1990.0,3,3,225.0,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3,18,12,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,134,177,75.7,2348,875,61,73,83.6,57,65,87.7,14,31,45.2,0.1,-0.1,3,8,2,0,133,44,12,0,1,16,25,7,3,3,1,0,3,0,6,2,0,3,0,0,0,0,11,2,2,50.0,1,1,0,0,1,4,25.0,3,2,0,4,3,0,191,2,48,79,64,1,191,0,0,0.0,0,0.0,90,315,163,5,0,2,0,105,beaf425709b65a32dc32cdab84e4849e
Javier Rueda Garcia,ESP,"DF,MF",Celta Vigo,La Liga,0.0,2002.0,3,2,225.0,2.5,1,1,2,1,0,0,0,0,0.4,0.4,0.3,0.7,5,9,28,0.4,0.4,0.8,0.4,0.8,0.16,0.11,0.28,0.16,0.28,2025-2026,4,1,25.0,1.6,0.4,0.25,1.0,17.7,0,0.1,0.6,0.6,108,138,78.3,1887,465,48,55,87.3,44,48,91.7,15,22,68.2,0.6,0.7,1,7,2,0,121,17,0,0,1,3,17,0,0,0,0,0,9,0,3,0,0,2,0,0,0,0,12,1,2,33.3,0,0,0,0,0,1,0.0,1,2,0,2,6,0,164,5,21,74,69,12,164,3,1,33.3,2,66.7,76,262,97,0,4,4,1,108,9655ed0dac8746d6e9dcaa6a7354e661
Vitinha,POR,MF,Paris S-G,Ligue 1,0.0,2000.0,3,3,225.0,2.5,1,0,1,1,0,0,0,0,0.2,0.2,0.2,0.3,9,29,2,0.4,0.0,0.4,0.4,0.4,0.07,0.06,0.13,0.07,0.13,2025-2026,7,2,28.6,2.8,0.8,0.14,0.5,27.6,1,0.02,0.8,0.8,327,345,94.8,5783,1372,145,147,98.6,145,152,95.4,30,35,85.7,0.5,-0.2,3,50,3,0,340,5,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,18,0,0,0.0,4,1,1,2,2,4,50.0,2,0,0,5,2,0,360,4,25,215,122,0,360,1,0,0.0,1,100.0,223,1340,706,12,0,1,1,308,cb533dd0cb76925e58abdc83d0d1a9fb
Lamine Camara,SEN,MF,Monaco,Ligue 1,0.0,2004.0,3,3,229.0,2.5,0,2,2,0,0,0,1,0,0.1,0.1,0.7,0.8,4,14,5,0.0,0.79,0.79,0.0,0.79,0.02,0.27,0.3,0.02,0.3,2025-2026,2,0,0.0,0.79,0.0,0.0,0.0,30.2,1,0.03,-0.1,-0.1,143,170,84.1,2310,536,73,79,92.4,57,64,89.1,10,20,50.0,0.3,1.3,7,18,0,0,164,6,2,0,1,7,0,4,3,1,0,0,2,0,4,9,0,4,0,0,0,0,18,2,4,33.3,2,1,1,0,1,4,25.0,3,4,0,6,0,0,200,1,36,117,51,1,200,9,5,55.6,3,33.3,101,459,225,2,0,11,1,149,7636e895ce6ce82212d69ef0cd09af63
Pablo Barrios,ESP,MF,Atlético Madrid,La Liga,0.0,2003.0,3,2,225.0,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,13,26,11,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1,2025-2026,4,0,0.0,1.6,0.0,0.0,0.0,24.8,0,0.03,-0.1,-0.1,149,179,83.2,2473,665,75,86,87.2,56,60,93.3,14,26,53.8,0.2,-0.1,3,22,6,2,175,4,2,0,1,9,2,0,0,0,0,0,1,0,2,3,0,5,6,0,0,0,15,5,4,55.6,8,3,2,3,3,3,100.0,0,3,0,13,1,0,209,3,30,124,60,4,209,11,5,45.5,5,45.5,135,814,336,10,1,4,1,158,0ce1a36eefe91647ad29a06c9d0d6d2e
Toni Martínez,ESP,FW,Alavés,La Liga,0.0,1997.0,3,3,226.0,2.5,1,0,1,1,0,0,0,0,0.6,0.6,0.1,0.7,0,4,7,0.4,0.0,0.4,0.4,0.4,0.24,0.04,0.28,0.24,0.28,2025-2026,6,1,16.7,2.39,0.4,0.17,1.0,11.8,0,0.1,0.4,0.4,26,49,53.1,426,66,15,26,57.7,5,13,38.5,3,5,60.0,0.1,-0.1,2,4,1,0,46,3,0,0,1,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,1,25,17,59.5,0,0,0,0,0,1,0.0,1,1,0,0,2,0,73,3,3,41,29,10,73,4,0,0.0,3,75.0,24,55,9,1,0,6,0,54,9f5a0a2bf49773472bd45fe637a5ebd2
Adam Wharton,ENG,MF,Crystal Palace,Premier League,0.0,2004.0,3,3,226.0,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.4,0.4,2,10,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.16,2025-2026,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,79,100,79.0,1481,430,26,30,86.7,45,49,91.8,6,16,37.5,0.2,-0.4,3,13,2,0,96,4,4,1,1,3,0,0,0,0,0,0,2,0,0,1,0,2,1,0,0,0,15,1,3,25.0,1,0,1,0,0,8,0.0,8,5,1,3,2,0,116,2,30,70,19,0,116,3,3,100.0,0,0.0,55,247,154,2,0,4,1,76,c211e870d7873e73e5f31a9abf9002a4
Hugo Ekitike,FRA,FW,Liverpool,Premier League,0.0,2002.0,3,3,228.0,2.5,2,1,3,2,0,0,0,0,1.3,1.3,0.3,1.6,4,6,12,0.79,0.39,1.18,0.79,1.18,0.53,0.1,0.63,0.53,0.63,2025-2026,5,3,60.0,1.97,1.18,0.4,0.67,13.4,0,0.27,0.7,0.7,23,42,54.8,335,88,13,18,72.2,8,14,57.1,2,2,100.0,0.1,0.7,4,1,1,0,41,1,0,0,0,0,0,0,0,0,0,0,2,0,4,2,0,0,1,0,0,0,3,5,4,55.6,1,0,1,0,0,1,0.0,1,0,0,1,4,0,70,2,6,34,30,8,70,6,2,33.3,4,66.7,39,193,86,3,1,4,6,52,68aa419f3e032a8048376a956a8428ac
Malick Fofana,BEL,FW,Lyon,Ligue 1,0.0,2005.0,3,3,226.0,2.5,1,1,2,1,0,0,0,0,1.2,1.2,1.2,2.3,16,5,32,0.4,0.4,0.8,0.4,0.8,0.46,0.47,0.92,0.46,0.92,2025-2026,4,4,100.0,1.59,1.59,0.25,0.25,15.3,0,0.29,-0.2,-0.2,60,79,75.9,852,200,41,48,85.4,11,14,78.6,4,6,66.7,0.8,-0.2,5,2,5,2,76,3,1,0,1,8,2,0,0,0,0,0,7,0,1,6,1,1,1,0,0,0,7,0,3,0.0,2,2,0,0,2,3,66.7,1,0,0,3,0,0,99,1,14,36,51,16,99,9,4,44.4,2,22.2,77,531,368,7,8,2,1,81,34e5ebae1614e9fe3e1c2c6187dd04d4
Toti Gomes,POR,DF,Wolves,Premier League,0.0,1999.0,3,3,228.0,2.5,0,0,0,0,0,0,1,1,0.0,0.0,0.0,0.1,3,3,1,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,2025-2026,1,0,0.0,0.39,0.0,0.0,0.0,6.2,0,0.03,0.0,0.0,149,180,82.8,2668,808,53,58,91.4,85,92,92.4,7,25,28.0,0.0,0.0,2,7,0,0,170,10,7,0,0,2,3,0,0,0,0,0,0,0,3,1,0,2,4,0,0,0,12,3,6,33.3,7,7,0,0,5,6,83.3,1,1,1,9,11,0,205,14,103,96,7,1,205,1,1,100.0,0,0.0,128,610,298,2,0,2,1,149,82051d92dd68f26b9bd071445897ee8f
