match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913900,131,Osasuna,55,Valencia,El Sadar,21226,Jesús Gil Manzano,2025-08-24T17:00:00,F,1 : 0,1 : 0,1 : 0,6
