match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913916,2783,Girona,64,Rayo Vallecano,Municipal de Montilivi,12403,Javier Alberola Rojas,2025-08-15T19:00:00,F,1 : 3,0 : 3,1 : 3,6
