match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913886,52,Real Madrid,131,Osasuna,Santiago Bernabéu,68407,Adrián Cordero Vega,2025-08-19T21:00:00,F,1 : 0,0 : 0,1 : 0,6
