match_id,team_side,team_id,team_name,player_id,player_name,isFirstEleven,position,shirtNo,height,weight,age,rating,isManOfTheMatch
1913899,home,61,Real Oviedo,141073,Aarón Escandell,True,GK,13,185,71,29,8.11,True
1913899,home,61,Real Oviedo,335790,Nacho Vidal,True,DR,22,180,75,30,6.54,False
1913899,home,61,Real Oviedo,300918,Dani Calvo,True,DC,12,190,82,31,7.28,False
1913899,home,61,Real Oviedo,135404,David Costas,True,DC,4,184,71,30,7.19,False
1913899,home,61,Real Oviedo,456006,Rahim Alhassane,True,DL,3,184,75,23,7.78,False
1913899,home,61,Real Oviedo,124106,Leander Dendoncker,True,DMC,20,188,83,30,8.05,False
1913899,home,61,Real Oviedo,463821,Alberto Reina,True,DMC,5,179,71,27,6.12,False
1913899,home,61,Real Oviedo,361898,Luka Ilic,True,AMR,21,182,73,26,6.36,False
1913899,home,61,Real Oviedo,327852,Ovie Ejaria,True,AMC,14,183,75,27,6.52,False
1913899,home,61,Real Oviedo,495542,Ilyas Chaira,True,AML,7,179,0,24,6.07,False
1913899,home,61,Real Oviedo,484254,Federico Viñas,True,FW,9,180,81,27,6.85,False
1913899,home,61,Real Oviedo,298792,Josip Brekalo,,Sub,18,175,70,27,5.87,False
1913899,home,61,Real Oviedo,475046,Haissem Hassan,,Sub,10,178,71,23,8.07,False
1913899,home,61,Real Oviedo,463426,Kwasi Sibo,,Sub,6,182,72,27,6.17,False
1913899,home,61,Real Oviedo,4522,Santi Cazorla,,Sub,8,168,65,40,6.15,False
1913899,home,61,Real Oviedo,25964,Salomón Rondón,,Sub,23,186,86,35,6.41,False
1913899,home,61,Real Oviedo,298175,Santiago Colombatto,,Sub,11,180,71,28,,False
1913899,home,61,Real Oviedo,374812,David Carmo,,Sub,16,196,84,26,,False
1913899,home,61,Real Oviedo,409401,Horatiu Moldovan,,Sub,1,189,72,27,,False
1913899,home,61,Real Oviedo,506112,Marco Esteban,,Sub,30,183,75,19,,False
1913899,home,61,Real Oviedo,513640,Álex Forés,,Sub,19,179,67,24,,False
1913899,home,61,Real Oviedo,557844,Omar Falah,,Sub,29,0,0,21,,False
1913899,home,61,Real Oviedo,243814,Eric Bailly,,Sub,2,187,77,31,,False
1913899,away,68,Real Sociedad,270504,Álex Remiro,True,GK,1,192,79,30,5.77,False
1913899,away,68,Real Sociedad,463961,Jon Aramburu,True,DR,2,176,71,23,6.52,False
1913899,away,68,Real Sociedad,251134,Duje Caleta-Car,True,DC,16,192,89,28,6.76,False
1913899,away,68,Real Sociedad,315566,Igor Zubeldia,True,DC,5,181,73,28,6.4,False
1913899,away,68,Real Sociedad,367583,Aihen Muñoz,True,DL,3,175,68,28,6.24,False
1913899,away,68,Real Sociedad,377285,Takefusa Kubo,True,MR,14,173,64,24,6.72,False
1913899,away,68,Real Sociedad,459677,Pablo Marín,True,MC,28,178,71,22,6.04,False
1913899,away,68,Real Sociedad,541871,Jon Gorrotxategi,True,MC,4,177,0,23,6.56,False
1913899,away,68,Real Sociedad,367857,Ander Barrenetxea,True,ML,7,175,74,23,6.95,False
1913899,away,68,Real Sociedad,428066,Orri Óskarsson,True,FW,9,186,76,21,6.37,False
1913899,away,68,Real Sociedad,298839,Mikel Oyarzabal,True,FW,10,181,79,28,6.46,False
1913899,away,68,Real Sociedad,407080,Luka Sucic,,Sub,24,185,78,22,6.27,False
1913899,away,68,Real Sociedad,247995,Gonçalo Guedes,,Sub,11,179,68,28,6.02,False
1913899,away,68,Real Sociedad,344542,Brais Méndez,,Sub,23,187,76,28,6.02,False
1913899,away,68,Real Sociedad,355110,Sergio Gómez,,Sub,17,173,71,24,6.02,False
1913899,away,68,Real Sociedad,407138,Beñat Turrientes,,Sub,8,181,70,23,6.21,False
1913899,away,68,Real Sociedad,423913,Jon Karrikaburu,,Sub,19,183,82,22,6.05,False
1913899,away,68,Real Sociedad,400185,Arsen Zakharyan,,Sub,21,182,73,22,,False
1913899,away,68,Real Sociedad,256864,Aritz Elustondo,,Sub,6,180,71,31,,False
1913899,away,68,Real Sociedad,546571,Mikel Goti,,Sub,22,185,75,23,,False
1913899,away,68,Real Sociedad,408252,Unai Marrero,,Sub,13,189,82,23,,False
1913899,away,68,Real Sociedad,495459,Jon Martín,,Sub,31,185,83,19,,False
1913899,away,68,Real Sociedad,581870,Theo Folgado,,Sub,41,0,0,20,,False
