match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913899,61,Real Oviedo,68,Real Sociedad,Carlos Tartiere,25688,Adrián Cordero Vega,2025-08-30T19:00:00,F,1 : 0,1 : 0,1 : 0,6
