match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913896,2783,Girona,67,Sevilla,Municipal de Montilivi,11305,Miguel Ángel Ortiz Arias,2025-08-30T19:30:00,F,0 : 2,0 : 1,0 : 2,6
