match_id,team_side,team_id,team_name,player_id,player_name,isFirstEleven,position,shirtNo,height,weight,age,rating,isManOfTheMatch
1913937,home,62,Celta Vigo,296723,Ionut Radu,True,GK,13,188,70,28,5.99,False
1913937,home,62,Celta Vigo,244778,Mihailo Ristic,True,DC,21,180,75,29,6.89,False
1913937,home,62,Celta Vigo,528001,Yoel Lago,True,DC,29,185,70,21,7.07,False
1913937,home,62,Celta Vigo,508331,Javi Rodríguez,True,DC,32,178,70,22,5.87,False
1913937,home,62,Celta Vigo,397469,Óscar Mingueza,True,DMR,3,184,75,26,6.33,False
1913937,home,62,Celta Vigo,427001,Hugo Álvarez,True,DML,23,176,72,22,7.6,False
1913937,home,62,Celta Vigo,409030,Ilaix Moriba,True,MC,6,165,73,22,6.75,False
1913937,home,62,Celta Vigo,415345,Hugo Sotelo,True,MC,22,180,75,21,7.23,False
1913937,home,62,Celta Vigo,459082,Pablo Durán,True,AMC,18,176,72,24,6.3,False
1913937,home,62,Celta Vigo,444227,Williot Swedberg,True,AMC,19,187,78,21,6.11,False
1913937,home,62,Celta Vigo,259042,Borja Iglesias,True,FW,7,187,86,32,6.29,False
1913937,home,62,Celta Vigo,84008,Marcos Alonso,,Sub,20,188,84,34,6.42,False
1913937,home,62,Celta Vigo,91242,Iago Aspas,,Sub,10,176,67,38,6.54,False
1913937,home,62,Celta Vigo,396158,Ferran Jutglà,,Sub,9,176,75,26,6.25,False
1913937,home,62,Celta Vigo,429273,Bryan Zaragoza,,Sub,15,164,61,23,6.46,False
1913937,home,62,Celta Vigo,463588,Javi Rueda,,Sub,17,177,74,23,6.4,False
1913937,home,62,Celta Vigo,323350,Iván Villar,,Sub,1,186,76,28,,False
1913937,home,62,Celta Vigo,362421,Fran Beltrán,,Sub,8,170,66,26,,False
1913937,home,62,Celta Vigo,386622,Sergio Carreira,,Sub,5,170,70,24,,False
1913937,home,62,Celta Vigo,415344,Carlos Domínguez,,Sub,24,187,81,24,,False
1913937,home,62,Celta Vigo,438846,Damián Rodríguez,,Sub,14,180,75,22,,False
1913937,home,62,Celta Vigo,578374,Manuel Fernández,,Sub,12,0,0,24,,False
1913937,home,62,Celta Vigo,441888,Jones El Abdellaoui,,Sub,39,184,72,19,,False
1913937,away,54,Real Betis,448208,Álvaro Vallés,True,GK,1,190,78,28,7.06,False
1913937,away,54,Real Betis,125211,Héctor Bellerín,True,DR,2,178,74,30,6.37,False
1913937,away,54,Real Betis,402206,Natan,True,DC,4,188,92,24,6.42,False
1913937,away,54,Real Betis,83686,Marc Bartra,True,DC,5,184,70,34,7.85,True
1913937,away,54,Real Betis,61610,Ricardo Rodríguez,True,DL,12,182,83,33,6.37,False
1913937,away,54,Real Betis,297203,Pablo Fornals,True,DMC,8,178,67,29,6.7,False
1913937,away,54,Real Betis,489232,Sergi Altimira,True,DMC,6,188,80,24,6.62,False
1913937,away,54,Real Betis,349494,Aitor Ruibal,True,AMR,24,176,74,29,6.37,False
1913937,away,54,Real Betis,303908,Giovani Lo Celso,True,AMC,20,177,68,29,7.31,False
1913937,away,54,Real Betis,382631,Rodrigo Riquelme,True,AML,17,173,66,25,6.56,False
1913937,away,54,Real Betis,362501,Cucho Hernández,True,FW,19,175,73,26,6.16,False
1913937,away,54,Real Betis,303707,Chimy Ávila,,Sub,9,172,81,31,6.02,False
1913937,away,54,Real Betis,433286,Valentín Gómez,,Sub,16,180,76,22,6.06,False
1913937,away,54,Real Betis,86513,Cédric Bakambu,,Sub,11,182,73,34,6.07,False
1913937,away,54,Real Betis,462987,Dani Pérez,,Sub,37,173,64,20,6.19,False
1913937,away,54,Real Betis,551186,Pablo García,,Sub,52,175,67,19,6.24,False
1913937,away,54,Real Betis,498818,Mawuli Mensah,,Sub,28,168,70,21,,False
1913937,away,54,Real Betis,351252,Junior Firpo,,Sub,23,184,78,29,,False
1913937,away,54,Real Betis,73399,Adrián,,Sub,13,190,80,38,,False
1913937,away,54,Real Betis,537981,Manu González,,Sub,41,189,81,18,,False
1913937,away,54,Real Betis,545675,Ángel Ortiz,,Sub,40,167,60,21,,False
