match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913937,62,Celta Vigo,54,Real Betis,Estadio Abanca-Balaídos,20302,Jesús Gil Manzano,2025-08-27T21:00:00,F,1 : 1,0 : 1,1 : 1,6
