match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913898,63,Atletico,833,Elche,Riyadh Air Metropolitano,59369,César Soto Grado,2025-08-23T19:30:00,F,1 : 1,1 : 1,1 : 1,6
