expandedMinute,scorer_teamId,own_goal,score_home,score_away,match_id
6,839,False,1,0,1913901
15,839,False,2,0,1913901
24,839,False,3,0,1913901
27,839,False,4,0,1913901
69,839,False,5,0,1913901
