match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913901,839,Villarreal,2783,Girona,Estadio de la Cerámica,18195,Guillermo Cuadra Fernández,2025-08-24T19:30:00,F,5 : 0,4 : 0,5 : 0,6
