match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913888,832,Levante,65,Barcelona,Ciutat de Valencia,23415,Alejandro José Hernández Hernández,2025-08-23T21:30:00,F,2 : 3,2 : 0,2 : 3,6
