expandedMinute,scorer_teamId,own_goal,score_home,score_away,match_id
14,832,False,1,0,1913888
51,832,False,2,0,1913888
56,65,False,2,1,1913888
59,65,False,2,2,1913888
98,832,True,2,3,1913888
