match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913891,51,Mallorca,62,Celta Vigo,Estadi Mallorca Son Moix,16274,José Luis Guzmán Mansilla,2025-08-23T17:00:00,F,1 : 1,0 : 1,1 : 1,6
