match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913919,55,Valencia,819,Getafe,Mestalla,45449,Francisco José Hernández Maeso,2025-08-29T21:30:00,F,3 : 0,1 : 0,3 : 0,6
