match_id,home_team_id,home_name,away_team_id,away_name,venue,attendance,referee,start_time,elapsed,score,ht_score,ft_score,status_code
1913889,55,Valencia,68,Real Sociedad,Mestalla,45333,José María Sánchez Martínez,2025-08-16T21:30:00,F,1 : 1,0 : 0,1 : 1,6
