match_id,team_side,team_id,team_name,formation_name,period,start_expanded,end_expanded,duration_expanded
1913902,away,53,Athletic Club,4231,16,0,65,65
1913902,away,53,Athletic Club,4231,16,65,78,13
1913902,away,53,Athletic Club,4231,2,78,88,10
1913902,away,53,Athletic Club,4231,2,88,88,0
1913902,away,53,Athletic Club,4231,2,88,100,12
1913902,home,54,Real Betis,4231,16,0,75,75
1913902,home,54,Real Betis,4231,16,75,76,1
1913902,home,54,Real Betis,4231,2,76,91,15
1913902,home,54,Real Betis,442,2,91,100,9
